Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17383921,All Joy and No Fun: The Paradox of Modern Parenthood,Jennifer Senior,"Senior, Jennifer",,"=""0062072226""","=""9780062072221""",4,3.89,Ecco,Hardcover,320,2014,2014,2021/01/19,2020/06/03,,,read,"Enjoyable and informative book reflecting on how parents are changed by parenthood. It is well written and researched, offering a fresh perspective in a crowded section of the bookshop. <br/><br/>It follows the stages of parenthood with interesting historical context combined with modern science and research. This is all hooked together with the author's own personal research with real people - this is where we build an emotional link with the people and book. This really builds to a quite beautiful and poingant ending. <br/><br/>Delivers facts, truths, worries, and wisdom. With sadness, joy, and solace for food measure. <br/><br/>My only negative marks are a possible over reliance on some sources and a large American slant. <br/><br/>Recommended for parents.",,,1,0
52260627,"The Committed (The Sympathizer, #2)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802157068""","=""9780802157065""",0,3.96,Grove Press,Hardcover,345,2021,2021,,2021/01/05,to-read,to-read (#243),to-read,,,,0,0
28116754,The Vanquished: Why the First World War Failed to End,Robert Gerwarth,"Gerwarth, Robert",,"=""0374282455""","=""9780374282455""",5,4.17,"Farrar, Straus and Giroux",Hardcover,446,2016,1982,2020/12/29,2020/11/25,,,read,"Exceptional. An example of my favourite history books, one that deeply informs me of an area I have neglected while simultaneously overturning the accepted position. Brilliantly written, weaving together what are at first glance disparate conflicts into a beautiful yet bloody tapestry that would only foretell even greater suffering to come. <br/><br/>This is the history of the 'post-war' years (mostly 1917-23) over a huge arc of land from the frozen arctic tundra to the middle east. Spoiler the 'war' never ended for most of the peoples of these lands, it just changed its name and scope. The 'peace' post war just created the conditions for future devastation.  <br/><br/>It charts the fall of the old empires, these states and their peoples becoming vanquished, including surprisingly some of the 'victors' of the war such as Italy and Ireland, as a battered Europe struggled to come to terms with new realities. We have the seeds of the ethnic conflicts and the ushering in of an age of extremes that would convulse Europe and the world into the next official world war. <br/><br/>The violence and suffering were off the charts, with millions dead - even excluding the flu pandemic and the famines caused by the various conflicts. The brutality is hard to fathom, from the German brigades in the Baltic states, to the Soviet policies to their own people, to the expulsion of the Greeks from the new Turkish state - some of whom, the Pontic Greeks, had been there since 600 BC! Think mass burnings, disembowelling's, crucifixions, and people skinned alive. Now that's history! And sadly the world would see it writ large a few years later. <br/><br/>Its a tragedy and condemnation that only Finland (not for long) and Czechoslovakia (already reduced) remained by 1939 of the post war states. <br/><br/>The Jews as so often has been the case, suffered as much as anyone, finding it was better to be part of a multi ethnic empire rather than as a minority in a ethno-nationalist state to their great cost, repeatedly. <br/><br/>The new states created from the carcasses of the old empires were ethnically homogenous in the minds of their planners only - Poland was 35% non Polish, there were more Germans in Czechoslovakia than Slovaks. This, mashed together with revolutions across much of the continent led to chaos, violence, and a brutal resort of masses of peoples. The sections on the American President Wilson are excellent, especially his personal mental gymnastics allowing him to believe in enforced racial differences and self determination of peoples! Also his difficulty with idealism and violent realities - including dealing with the new threat of worldwide communist revolution. <br/><br/>It is easy to understand the vanquished powers sense of injustice at the peace settlements forced upon them, they were terrible! This is widely know about the treaty of Versailles, yet I was not aware that this was the best of a terrible lot! With most of the others falling to pieces not long after the war. There are great explanations of why they became what they were. <br/><br/>The sections of the multiple revolutions (many of witch I did not even know about!) are lucid and illuminating. Eye opening on how Japan reacted to their side-lining post war - the racial discrimination sending them off on a path that leads to the next war. <br/><br/>The pillars of devastation reminded me of the 4 great levelling horsemen described brilliantly by Walter Scheider, state collapse, revolutions, full mobilisation warfare, and pandemic. All were here, all caused outrageous suffering. A time of wreckage and desolation. <br/><br/><br/><br/>",,,1,0
939887,The Friends of Eddie Coyle,George V. Higgins,"Higgins, George V.",,"=""0394473272""","=""9780394473277""",0,4.04,Alfred A. Knopf,Hardcover,183,1972,1971,,2021/01/02,to-read,to-read (#242),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",3,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,2020/12/29,2019/08/06,,,read,"A mostly enjoyable book illuminated by two marvellous sections of spellbinding literature. <br/><br/>This is a lengthy, complex read with many subtle ques and funny moments. That the humour still shines through is a testament to the writing. The historical context of the story is important, and this part does not break through as vividly - I listened along with The Very Bad Wizards podcast, this really helped me understand this aspect which enlivened the whole experience. <br/><br/>The story itself is not particularly gripping until the end of the book. The philosophical, phycological, and sociological commentary is what entertains and challenges us up to that point. The ending brings these aspects all together with the story - yet in many ways leaves most answers open. We are left to ponder and decide ourselves. The lack of resolution a comment in itself. <br/><br/>The two sections that jump off the page are rightfully world famous, and without knowing where they were I was still instantly gripped. The first are the arguments around God that culminate with the Grand Inquisitor. The second the delirious discussion with the devil - these reminded me of The Master and Margarita, a book written much later that i happen to have read before. Absolutely Outstanding, wow. I would suggest them as required reading for anyone religious in particular. And not just because they can be seen to push atheism, it is more subtle, more open to interpretation. <br/><br/>You can see why the book and Dostoyevsky influenced so much of continental philosophy and thought in the proceeding years. I felt the presence in works I've read by Freud, Nietzsche and several of the famous existentialists. Expect lots of thinking on meaning, free will, faith, freedom, justice, responsibility. <br/><br/>I'm personally not religious, though occasionally spiritual and the book speaks to that side of me. The boundless and non-dogmatic love that several characters either work towards or stumble upon. The more obviously Christian aspects are wasted on me, and i feel many of us in the 21st century. A simplistic reading could juxtapose reason vs faith as the central theme of the story, super important in the 19th century yes, but now, in modern Europe? For me at least the answer is clear. Though some snippets remind me of a full blooded youth - it being good for passion to override reason in the young for one. <br/><br/>I must give a mention to some of the funniest moments - the discussion on temporary insanity as a legal defence is hilarious and the quote that ""generally speaking the Russian peasant deserves to be flogged"" really tickled me! <br/><br/>The beginning is a little slow, and many of the characters are unbelievably melodramatic, and the very end gets very Jesusy all of a sudden but this remains a great read with important philosophical and psychological points - even if for me it may have lost some of its original force over the years. <br/><br/>",,,1,0
7983832,"Khan: Empire of Silver (Conqueror, #4)",Conn Iggulden,"Iggulden, Conn",,"=""0385339542""","=""9780385339544""",5,4.34,Delacorte Press,Hardcover,387,2010,2010,2021/01/01,2020/12/31,,,read,"Great 5 star fun. A notable return to top form following the previous book that did not quite match the standard of the first few books. If you have read this far you know the drill, Mongolian politics, epic battles, sweeping historical narratives with a few laughs thrown in. You also accept the wide historical licence used to enhance that narrative. Even given that, I still feel I learned many lessons here. Good writing, especially on the importance of facial expressions and subtle, deferral movements. These passages really take you to the centre of huge power struggles.",,,1,0
14498756,Commando Dad: Basic Training: How to Be an Elite Dad or Carer from Birth to Three Years,Neil Sinclair,"Sinclair, Neil",,"=""1849532613""","=""9781849532617""",4,3.92,Summersdale,Paperback,192,2013,2012,2020/12/31,2019/11/03,,,read,"Really good guide aimed especially at first time dad's. Written in a clear and to the point military style from simple how to's, planning schedules, and clear discussions of contested topics, I found it most useful - I still do, it's very easy to pick up when your baby reaches a new milestone or age.",,,1,0
12414734,The Epigenetics Revolution,Nessa Carey,"Carey, Nessa",,"=""""","=""""",0,4.05,Icon Books,Kindle Edition,320,2011,2011,,2018/02/24,to-read,to-read (#241),to-read,,,,0,0
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",4,3.97,Penguin,Hardcover,544,2012,2012,2020/11/28,2020/09/26,,,read,"Very good and slightly surprising book, only missing out on 5* due to an understandable American slant. <br/><br/>Surprising, despite the sub title, as from a famous analyst/statistician this is more about how predictions fail, where the issues are, rather than how brilliant they are and how everything will soon be solved. As the author puts it less about what we know, than the difference between what we know and what we think we know. <br/><br/>The tone is exploratory, humble, and insightful. Much more by the way of understanding the world rather than explaining it - with a good dose of autobiographical detail thrown in too. Nate Silver is a very good writer, painting a vivid picture of the places and situations described, as well as explaining complex situations to general readers. <br/><br/>Most sections explore a topic in prediction or statistics through a lived experience or major world event. This gives the book a slightly uneven feel, some chapters are far more engaging than others, especially I feel for non-Americans. The weakest chapters were on baseball, elements of the climate change one, and terrorism. The book was far stronger on the financial crisis, weather systems, epidemics, chess, and Bayes theorem. Some others on poker and politics were middling. <br/><br/>He is able to distil excellent general points, more data does not mean better prediction, with ever more noise it may be harder to hear the signal. Exponential data increases as we have seen since the books publication leave us with more hypothesis and more false positives. Are we sure we were right with the prediction for the reasons we say, or was it something else? We have more data, but the same amount of truth as 1000 years ago. Proper analysis of long term predictions is rare. <br/><br/>The distinction on tactics vs strategy regarding chess and computer power was enlightening. Brilliant for its time at least, the developments in deep mind have made even these human domains fall now. Be interesting to see Nate's updated thoughts on the matter.  <br/><br/>Insightful and prescient on the stock market when talking about the .com boom are crash - the parallels to today are astonishing, we are ""buying a particular vision of tomorrow"" unattached form realities - see Tesla stock price rise! (not that it will fall necessarily). Misaligned incentives for annalists create market irregularities and bubbles. <br/><br/>While part of the climate change section is outdated  he is great when talking about scientist who don't forecast and forecasters who don't do the science, as well as a cutting analysis of both the political and media landscape regarding the issue. So far simple models have been better, yet he discounts any possible major shifts in the future as they have not/had not happened yet (such as methane release, rapid ice melting, tipping points tipping...)<br/><br/>Both the analysis and characterisation of 'us' (the United States) in the terrorism chapter are weak and telling. Clearly affected by 9/11 he seems very worried of another even bigger (nuclear or biological) attack in the US. This seems incredibly unlikely give the relative capabilities of any terrorist organisation today. And there is no talk of the cost or consequences of the US response to 9/11 - which have been worse for both 'us' and to a far larger extent anyone unfortunate enough to be 'them'. He does speak well of the Israeli response to terrorism, one of a criminal action not an existential threat. Though they have a aggressive stance on genuine existential threats - see Iran and nuclear development!<br/><br/><br/><br/><br/><br/>",,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2020/11/22,to-read,to-read (#240),to-read,,,,0,0
12172,Memoirs of Hadrian,Marguerite Yourcenar,"Yourcenar, Marguerite",Grace Frick,"=""0374529264""","=""9780374529260""",0,4.22,FSG Adult,Paperback,347,2005,1951,,2020/11/22,to-read,to-read (#239),to-read,,,,0,0
106744,Hold On to Your Kids: Why Parents Need to Matter More Than Peers,Gordon Neufeld,"Neufeld, Gordon",Gabor Maté,"=""0375760288""","=""9780375760280""",0,4.15,Ballantine Books,Paperback,368,2006,2004,,2020/11/04,to-read,to-read (#238),to-read,,,,0,0
13689266,Britain Begins,Barry Cunliffe,"Cunliffe, Barry",,"=""0199609330""","=""9780199609338""",5,4.31,Oxford University Press,Hardcover,568,2013,2012,2020/10/31,2020/06/16,,,read,"I was intrigued to learn more about my ancestors by a story I came across in the media. An extortionary ceremonial site had been excavated and dated to 4300 years ago. There they found the skull of a long extinct auroch that was used as a headdress - it was estimated to be two thousand years old at the time it was placed into the water there! I had to find out more about the peoples that led such extraordinary lives for so many generations so long ago.<br/><br/>(https://www.theguardian.com/science/2018/jun/28/archaeologists-stumble-on-neolithic-ritual-site-in-suffolk)<br/><br/>This book did not let me down, though it may have left me pining for more. It is a first rate academic text on the history of the British isles from pre history through the age of the Northmen. I say academic as it is, but it is completely readable and most illuminating for the lay history reader like myself.  <br/><br/>This is not a dense, theory led, and argument heavy book, rather a clear, measured, and evidence backed narrative of life on the British isles over many millennia. <br/><br/>As such it sticks firmly to the facts, or best evidence, with little time for imagining just what was going on day to day, who were these people and what did they believe, impossible to say but hard to stop day dreaming!<br/><br/>The book is excellent in all periods it looks at, pre history is heavy on things like geology, climate and food sources as archaeological evidence is sparse. Later we have more evidence of trade networks, belief systems, new peoples and ideas, and violent conflict. <br/><br/>The pre-roman times were the most obscured in my mind, and it was here I took the most from the book. Repeatedly mind blowing. The consistent and ancient sea links to Europe, often far flung Europe, in particular stick in the mind. As does the Western vs South East distinction that I feel even today! <br/><br/>It is hard to imagine the time scales involved here, we are significantly closer to Julius Ceaser than he was to the builders of Stonehenge - and that was built on already ancient ceremonial ground. <br/><br/>To the authors credit the latter chapters on more familiar subjects - Romans, Anglo-Saxons, Norsemen are dedicated the same amount of page space despite a greater archaeological legacy, and he avoids the ""superficial"" and ""tiring"" ""doing of celebrities"" - the big names who won big battles in favour of the real important changes to societies and lives in the long run. Here I felt the writing of a true historian with a long view of history, a welcome alternative from the history of 'great men' that while fun, maybe takes up too much space on book shelves an in my mind. <br/><br/><br/><br/><br/>",,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.42,Random House Worlds,Paperback,1009,2002,1998,2020/10/23,2020/09/13,,,read,"Again I must state and am a fan of the TV series now reading the books. This is both notably better than the TV series, but somewhat unexpectedly better than the first book too.<br/><br/>It's darker, often brutal, and even twisted. It adds both extra narrative and characters vs the TV series, a clear divergence that I'm sure only expands as the story develops. But more importantly it also so much depth to the main protagonists. Several come out much better, Sansa in particular, while others come off even worse! Theon and little finger stood out for me in that respect. <br/><br/>Some truly beautiful writing too, in terms of evocative descriptions of beauty and horror, and of emotional destitution. Brilliantly structured reveals and shocking turns of events. <br/><br/>Are there any other similar series this good?",,,1,0
28814679,The Earth Is Weeping: The Epic Story of the Indian Wars for the American West,Peter Cozzens,"Cozzens, Peter",,"=""0307958043""","=""9780307958044""",0,4.29,Knopf,Hardcover,544,2016,2016,,2020/10/23,to-read,to-read (#237),to-read,,,,0,0
37794149,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,"=""1529001587""","=""9781529001587""",4,4.11,Tor,Paperback,448,2019,2019,2020/10/17,2019/04/13,,,read,"Good but not great Rome-in-space based ambassadorial procedural (is that a even genre?).<br/><br/>The story is propelled by two strengths, a cool and innovative piece of technology and the authors love and mastery of language. The way she makes us think in a made up alien language without leaving English is mesmerising. The technology gimmick is awesome and central to the plot so I wont go further.<br/><br/>Outside of that it felt like a fun but formulaic political murder procedural. Another darker (and more sci-fi) plot grows later in the book and will be even more important in the sequels. <br/><br/>Its very Roman inspired, complete with lots of barbarian and Empire talk, with small changes it could be simply set in the time of the Caesar's, and while the main technology item is well thought out and very impressively rendered, there is not so much else to inspire. The plot is complex and gripping for the most part, and it is well worth a read!   <br/><br/>",,,1,0
24040556,Mindware: Tools for Smart Thinking,Richard E.  Nisbett,"Nisbett, Richard E.",,"=""0385680996""","=""9780385680998""",4,3.75,Doubleday Canada,Hardcover,336,2015,2015,2020/10/17,2020/08/30,,,read,"Good if uneven book on 'thinking tools' or rather on thinking flaws humans have and how to see, understand, and limit them. <br/><br/>Mostly a phycology book that surveys the current understanding of both the big hitters of the field and the authors (good) work. So you have lots of Kahneman and Tversky, Thaler, Levitt and Taleb - well summarised and criticised where appropriate.  <br/><br/>You also have good chapters on statistics and probability - how poor people are in general and how easy it is to teach people 'tools' that he can show stick with them - good work here. <br/><br/>I feel this would be an excellent book for a budding 16-18 year old student, I have read much of the work in the original formats so some parts felt a bit 101. Good to go over others. A few were new to me and explained very well - multivariate regression in particular. ",,,1,0
16043549,Seeing What Others Don't: The Remarkable Ways We Gain Insights,Gary Klein,"Klein, Gary",,"=""1610392515""","=""9781610392518""",0,3.61,PublicAffairs,Hardcover,304,2013,2013,,2020/10/10,to-read,to-read (#236),to-read,,,,0,0
56674,Empire of the Sun,J.G. Ballard,"Ballard, J.G.",,"=""0743265238""","=""9780743265232""",4,3.98,PANTHER Granada Publishing,Paperback,351,1985,1984,2020/09/26,2020/09/26,,,read,"I can't fairly review the book without direct comparisons to the Spielberg film that was one of my absolute favourites as a boy of Jim's age. I see now the film was a fine adaption, keeping the chaotic darkness though removing some of the complexity. Of course this means cutting some sections and changing some important details, but it made for a better film. The final third of the book is quite tumultuous (as the situation clearly was) but in a film it would have been a messy side adventure without the big emotional close the book does not have (or need).<br/><br/>The book full of wonderful language and has a great perspective, the innocence of the narrator slowly slipping away as his situation descends into mayhem in wartime Shanghai. One line about the violent 'tango' lesson his mother seems to have had that he sees in the dust of her bedroom hits hard. Later his furious will to adapt and survive while alone shines through. It brings moments of levity too, as when as a now horny 14 year old with a thing for his married woman cabin mate. <br/><br/>There are deeper explorations of identity of nationality - Jim is full of admiration for the brave Japanese, at times thinking of joining their air force, but he is also enchanted by the fast talking and quick thinking Americans - especially Basie, the relationship with him is far better explained in the book. It is only his Britishness he has a hard time accepting, having never been there and having few positive examples in terms of survival or energy outside of the Doctor. ",,,1,0
18600142,The Raven,Edgar Allan Poe,"Poe, Edgar Allan",,"=""""","=""""",4,4.29,Gallery Books,ebook,46,2013,1845,,2020/09/13,,,read,"Inspired by the now classic Simpson's riff, I finally listened to the full poem, I was not disappointed!",,,1,0
103749,Persian Fire: The First World Empire and the Battle for the West,Tom Holland,"Holland, Tom",,"=""0385513119""","=""9780385513111""",4,4.16,Doubleday,Hardcover,418,2006,2005,2020/09/13,2019/09/12,,,read,"Really good narrative history of a famous if murky part of history. <br/><br/>Murky in the sense of few sources, and dense myth making by successive generations right up to today.<br/><br/>There is a great introduction that teases the trope of indulgent imperial East an plucky democratic West, emphasising the importance of the war, then turning it around and setting the stage for a deeper analysis.<br/><br/>The Persians were no barbarians (though brutal at times), and the ideal of democracy both grew out of a snake pit and was rarely lived up to. Smart and what I'd expect from a top historian, though I would suggest sections of the book fall back into this comfortable trap. <br/><br/>The background section on the Achaemenid  Persians was outstanding. Inspired by both Dan Carlin and Goodreads recommendation (thanks Noah!) It was this view into a lost world of clashing peoples, ideas, and religions that I enjoyed the most. There are wonderful descriptions of both sweeping ideas and technology such as the road and travel system, and marvelously gruesome tidbits such as how Cambyses had his army nail cats to their shields to shock the pious Egyptians. <br/><br/>The sections on the Greeks, particularly the Athenians, is not as fun! A long list of aristocratic families repeatedly stabbing each other in the back. Though I did like learning how the right to cruise for prostitutes became a cornerstone of their democracy.<br/><br/>The Spartan section is illumating, and of course not shy of gruesome tidbits themselves - the institutionalised sexual abuse of minors for one! Not a place you would want to grow up in.<br/><br/>The main sections and battles are expertly sketched out (and coloured in) with the authors analytical eye never too far away. Exciting and informative. <br/><br/>The postscript is also enlightening - it really hit me just how corrupt and vicious the democratic (and wider Greek system) was, slipping rapidly into yet more backstabbing, empire building, and soon enough a shedding of the very ideals the luminaries of the 'west' spend so long shining a light upon. <br/><br/>The Persians were fine of course after this bloody nose on the outskirts of Empire...never to hear from the rowdy people's from across the Hellespont again.",,,1,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",5,4.40,Tor Books,Hardcover,512,2015,2008,2020/09/12,2019/06/17,,,read,"Darkness is the mother of life and civilization<br/><br/>Hahaha I had forgotten the sheer in your face matter of fact brilliance and affrontary of this author.<br/><br/>Outrageously inventive. Seriously smart. Pitch black dark. Laugh out loud funny. <br/><br/>I have only read two of the three, but its the best sci fi series I've read, maybe the best series full stop - even after taking into account the slow start in book 1.<br/><br/>No slow start this time! And rather than playing out the brilliant cards layed out in book one (like the second Hyperion book) we get new cards. The stakes are raised. It's even weirder, the Wallfacer project is one of the most original and hilarious plot devices ever written.<br/><br/>We start with fascinating axioms that frame the story, those of 'cosmic sociology'. Then two new ideas are thrown in that propel the story through, an issue with alien communication and the Wallfacer plan to beat their spoken or recorded information omniscience. <br/><br/>This takes us to some mind bending places, though not before some quite weird and mundane love story sections. I was reminded very much of Murikami for these parts, not everyone will appreciate that. We have great battle scenes, clever strategy sections, betreals, twists turns love loss and redemption. <br/><br/>There is a story with an expensive bottle of wine that must be mentioned, and also a 100,000 person orgy. Yes you read the right. <br/><br/>Some of the technology ideas are again truly original. From both the humans (assisted by the time jumps) and the aliens.<br/><br/>The story is wrapped up in a very clever way, with my only concern being that it seems done, I'm unsure how we have a third part, though I absolutely trust the author to again pull it out of the bag.<br/><br/>Oh the ""Darkness is the mother of life and civilization"" quote is explained by going back to the very start, the universe was all light until the ash became heavy and matter formed. Ouch and wow.",,,1,0
469571,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679744398""","=""9780679744399""",5,4.06,Vintage,Paperback,302,1993,1992,2020/08/30,2020/07/17,,,read,"The terrible cost of the world's heartbeat<br/><br/>After reading the synopse and a few reviews I was not expecting too much from this book, and I say that with the three previous books I've read of his establisling him as one of, if not my favourite writer. <br/><br/>I was happily surprised. While ""The Road"" has an unrelenting visceral horror, ""No Country for Old Men"" has a pulsating crime story, and ""Blood Meridian"" has unbounded violence, this book has elements of each encased within a more 'normal' setting, paired with some quite beautiful prose, especially about the titular horses!<br/><br/>It's a little slow to start with, you may not have known it was McCarthy if not for the vivid imaginings of the American Southwest. Later it becomes unmistakably his, the pace increases and we have flashes of violence, paired with musings on history, politics, beauty, religion, and death - much of it through the razor sharp character of the Señorita. <br/><br/>This is all hinted at as parts of the story, at times hitting you almost like zen koans. <br/><br/>There is a scene when the protagonist is simply eating a meal at a diner when the owner casually throws away the line while looking at newlyweds ""it's good God keeps the truths of life from the young as they were starting out else they'd have no heart to start at all"" - ouch.<br/><br/>There is a slightly strange allegorical ending, big themes of justice and God. Ripe for interpretation unlike the rest of the novel. I liked it though. <br/><br/>I'll end with a few classic McCarthy quotes just because they are so brilliant, the last one the best. <br/><br/>""Greed foolishness and a love of blood are the only constants in history, even God who knows all cannot change it""<br/><br/>""The closest bonds we will ever know are of grief, closest community those of sorrow""<br/><br/>""He felt wholey alien to the world allthough he loved it still, he thought that in the beauty of the world there hid a secret, he thought the world's heart beat at some terrible cost, and that the worlds pain and beauty moved in a relationship of diverging equity. And in this headlong deficit the blood of multitudes might ultimately be extacted for the vision of a single flower  ...when he woke knew his father was dead.""",,,1,0
52813345,Who They Was,Gabriel Krauze,"Krauze, Gabriel",,"=""0008374996""","=""9780008374990""",0,4.02,4th Estate,Hardcover,336,2020,2020,,2020/08/28,to-read,to-read (#235),to-read,,,,0,0
36484703,Prediction Machines: The Simple Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""1633695689""","=""9781633695689""",4,3.86,Harvard Business Review Press,Kindle Edition,328,2018,,2020/08/13,2020/05/01,,,read,"Very good (5* for narrow audience) if niche book on the economics of AI/machine learning. <br/><br/>By narrow audience and mean for business leaders, decision makers, and people learning more on the subject, could be students or economists. It is explicitly aimed at them not a lay audience. It is not a computer science book, rather an economics book on the the impact of the new technology of cheap prediction - wonky but not overly complex or jargon filled. Well structured, some may just read for relevent sections of pushed for time. <br/><br/>It is very good in avoiding buzz and bluster around these tools, seeing them just as that, though like the computing revolution that made computation cheap, this economic change of scale will push profound changes to our lives.<br/><br/>It is also excellent in detailing what won't change and where these technologies have clear weaknesses. In particular better machine prediction will lead to a premium on human judgment in many spaces. That task is often seperated out with good reason - for now!<br/><br/>There are many real world examples and stories that enliven the text, the writers run a AI based resource for new companies so have great access. Interesting that so many start ups are predicated on a single application, though the authors explain the real value is in powering change through the entire work flow.<br/><br/>Interesting that the big tech companies are ""AI first"" meaning that they prioritize it over even short term customer satisfaction, the big goal is too important to slow development even if that means some of us switch services. <br/><br/>Good and balanced on the future, with the new world being changed by AI but making a clear distinction with any possible development of GAI, that would be different gravy. Good sections on privacy, China, and the EU. <br/><br/>As with all good books references Taversky and Khaneman :)",,,1,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",5,4.11,Ballantine Books,Mass Market Paperback,296,1987,1928,2020/08/03,2018/12/01,,,read,"After finishing this book I held my baby and was filled with dread that 'they' governments or nationalism or another power (and lie) structure described so plainly yet forcefully here would take his Iife and future, filling it with murder and death. Quite the message, and as a youth I was minutes from joining the army. <br/><br/>I surprised myself by knowing almost nothing about such a famous war book before reading it, I didn't even know it is from the German point of view. Not that it affects the message. <br/><br/>I consider it the best was novel I have read. Harrowing and brilliant. Simple yet profound. <br/><br/>The very first sentence states that it is not a condemnation but a record, though how modern readers could not condem the reasons, leaders, and general society that led, pursued, and escalated the war is hard to fathom. Though would today's civilization do much better? Hopefully.<br/><br/>At heart a simple story of a young group of classmates cajoled and bullied into signing up, with only the poor and simple seeing it clearly as a disaster from the start. There are few dates or battle names, it is a lived experience from an ordinary soldier. There are brilliantly written terrifying episodes of both hand to hand combat and modern warfare. Combined with the dreary, petty, and often disgusting life of a soldier in this war (think rats, lice, mutilations). <br/><br/>What really makes the book stand out is the psychological incisiveness. Seeing and feeling what this war did to these young men, both on the battlefield and when returning home. <br/><br/>The visceral fear and confusion during a gas attack in a cemetery will live with me for a long time. The matter of fact acceptance of the random chance of death coupled with the emotional detachment developed and required to survive by the men is jarring. Stating they were unwilling to fight, but crazed by a fear of death, knowing that the only way to overcome this was through violence, not so much against the French but against ahnaliation. <br/><br/>The trips away from the front offer physical saftey but more emotional pain. A theme in numerous later works it is brilliantly put here, with insightful context as to the impact of time upon the consciousness of the men. If they were sent back home in 1916 they would have ""unleashed fury"" but by 1918 nothing, as they were totally ""devoid of hope"" and with no one able to understand them, older people had a life they can go back to, but the young had that foundational part of life taken away, replaced with nothing but the war - ""Superfluous to ourselves"". He dispises and envys they people at home. <br/><br/>The language is often darkly poetic ""the landscape of our youth consumed by fires of reality"" ""no man's land is outside us but inside us too"" ""How much misery in two little things you can cover with your thumb's"" (talking about his eyes viewing POW). And to boot there is also a quite remarkable poem to the earth at one point.<br/><br/>There are juxtapositions of both micro and macro reasoning and suffering. The desperate promises he attempts to make with the man he stabbs, with the musings on how pointless all things, thoughts, and words are if things like this (the war) are possible as he surveys the maimed hospital patients, extrapolating the scene over all nations. ""It ruined our entire generation, all nations"". <br/><br/>Easy to see why the book was immediately banned by the NAZI's, and how they could tap a pool of disjointed and damaged men to their cause. <br/><br/>There are moments of genuine levity and touching fragments of true friendship and camaraderie. Tinged with an ouch ending. Outstanding.",,,1,0
49814228,"The Biggest Bluff: How I Learned to Pay Attention, Master Myself, and Win",Maria Konnikova,"Konnikova, Maria",,"=""052552262X""","=""9780525522621""",0,4.07,Penguin Press,Hardcover,368,2020,2020,,2020/07/31,to-read,to-read (#234),to-read,,,,0,0
103431,"Civilization and Capitalism 15th-18th Century, Vol. 1: The Structures of Everyday Life",Fernand Braudel,"Braudel, Fernand",Sian Reynold,"=""0520081145""","=""9780520081147""",0,4.36,University of California Press,Paperback,623,1992,1979,,2020/07/18,to-read,to-read (#233),to-read,,,,0,0
171362,"The Mediterranean and the Mediterranean World in the Age of Philip II, Volume I",Fernand Braudel,"Braudel, Fernand",,"=""0520203089""","=""9780520203082""",0,4.33,University of California Press,Paperback,642,1996,1949,,2020/07/18,to-read,to-read (#232),to-read,,,,0,0
52879286,Humankind: A Hopeful History,Rutger Bregman,"Bregman, Rutger","Elizabeth Manton, Erica Moore","=""0316418536""","=""9780316418539""",0,4.32,"Little, Brown and Company",Hardcover,462,2020,2019,,2020/07/18,to-read,to-read (#231),to-read,,,,0,0
